source,feature,ctcf_motif_cosine,mean_activation,activation_frequency
mlp,87,-0.006079208422921761,0.5168939232826233,0.48046875
mlp,94,-0.006236768460031405,0.5104793310165405,0.498046875
mlp,297,-0.006255601728989274,0.5056362152099609,0.4775390625
mlp,58,-0.006927876040587756,0.5411028861999512,0.50537109375
mlp,199,-0.007060205258767302,0.5027459263801575,0.4970703125
mlp,162,-0.007079627775017668,0.5262635946273804,0.474609375
mlp,184,-0.007170906538133441,0.5130131244659424,0.5029296875
mlp,66,-0.007181362409145363,0.5324344635009766,0.484375
mlp,333,-0.007769898973837372,0.4953846335411072,0.474609375
mlp,358,-0.007831159615655005,0.5120662450790405,0.49072265625
mlp,484,-0.008018907699808432,0.528985857963562,0.48583984375
mlp,498,-0.008043762410517248,0.5399448275566101,0.45458984375
mlp,9,-0.008193477451769916,0.5338805913925171,0.466796875
mlp,500,-0.008629612175385859,0.4970937967300415,0.466796875
mlp,490,-0.008727634463713833,0.5216325521469116,0.47998046875
mlp,403,-0.00894659441257193,0.499011754989624,0.4921875
mlp,360,-0.008969614619375808,0.5024988055229187,0.5
mlp,406,-0.009056560421484372,0.5116974115371704,0.49951171875
mlp,253,-0.009192051038481237,0.5179038047790527,0.478515625
mlp,502,-0.0094050841031237,0.5108639597892761,0.48095703125
mlp,410,-0.009443895985906042,0.5313454866409302,0.49462890625
mlp,440,-0.00952121687304681,0.5198447108268738,0.484375
mlp,33,-0.009757245907694848,0.5507062673568726,0.49560546875
mlp,365,-0.009795572655765156,0.5807268023490906,0.49951171875
mlp,226,-0.009843524291846865,0.5577609539031982,0.48193359375
mlp,78,-0.009915316948662071,0.5290151834487915,0.48681640625
mlp,177,-0.01005622052979417,0.5050351023674011,0.48583984375
mlp,240,-0.010126445345728877,0.4789566397666931,0.505859375
mlp,482,-0.010373373736574184,0.4894110858440399,0.47900390625
mlp,295,-0.01044601575158988,0.5560030937194824,0.49267578125
mlp,307,-0.010519869752429864,0.5110480189323425,0.48974609375
mlp,135,-0.010732686981489093,0.4654706120491028,0.48291015625
mlp,202,-0.01087543424167738,0.5368175506591797,0.48779296875
mlp,93,-0.010931340090095134,0.4748550057411194,0.4873046875
mlp,132,-0.010998377650888727,0.5425258874893188,0.484375
mlp,472,-0.011041949301204994,0.5357322096824646,0.4853515625
mlp,215,-0.01106449691679624,0.5564756393432617,0.4951171875
mlp,159,-0.0113927856415158,0.5071598291397095,0.50341796875
mlp,245,-0.011836160113895646,0.548270583152771,0.5009765625
mlp,457,-0.011986334799099201,0.519523024559021,0.4990234375
mlp,322,-0.01209022281992895,0.5466727018356323,0.51025390625
mlp,264,-0.012098682098207107,0.48841390013694763,0.48779296875
mlp,260,-0.012155734487691161,0.5220536589622498,0.4853515625
mlp,284,-0.012200308805579922,0.5111035704612732,0.48681640625
mlp,475,-0.012340695490943993,0.5589354038238525,0.50537109375
mlp,255,-0.012594231157437762,0.5582419633865356,0.501953125
mlp,261,-0.01266424807641621,0.5261694192886353,0.48046875
mlp,480,-0.01285445951641179,0.5150198936462402,0.494140625
mlp,374,-0.012952697577454807,0.5296697020530701,0.49853515625
mlp,420,-0.013681022803229635,0.5002847909927368,0.48974609375
mlp,63,-0.013792357398737477,0.49967119097709656,0.49267578125
mlp,11,-0.013909044124683065,0.5004177093505859,0.47900390625
mlp,3,-0.013986896331139089,0.5796785950660706,0.4912109375
mlp,443,-0.01445447574353647,0.5457413196563721,0.49755859375
mlp,106,-0.014696353937681532,0.5082064270973206,0.48828125
mlp,254,-0.014806238390348505,0.5208249092102051,0.486328125
mlp,203,-0.014908420305984603,0.5250358581542969,0.51025390625
mlp,416,-0.015100554671863609,0.5164401531219482,0.4775390625
mlp,327,-0.015206799722312337,0.5476802587509155,0.47802734375
mlp,483,-0.015370389573203625,0.5502788424491882,0.47900390625
mlp,238,-0.015389590850153468,0.5387202501296997,0.5009765625
mlp,176,-0.01541704951212165,0.5406036376953125,0.48974609375
mlp,399,-0.015436249555850401,0.5055230855941772,0.50830078125
mlp,501,-0.015439453078820817,0.5244230031967163,0.4970703125
mlp,42,-0.01547420200965705,0.5236270427703857,0.49365234375
mlp,433,-0.01560498463992391,0.5037797093391418,0.50634765625
mlp,287,-0.015671718195776983,0.5107219219207764,0.5078125
mlp,69,-0.016446727398814167,0.5117884874343872,0.4765625
mlp,281,-0.01656949916163579,0.49488693475723267,0.49462890625
mlp,48,-0.016818856198200588,0.5162045955657959,0.5107421875
mlp,347,-0.016999383882253156,0.47915521264076233,0.48974609375
mlp,397,-0.017111152908138864,0.5235880613327026,0.48095703125
mlp,507,-0.017616601443282334,0.4991649389266968,0.49365234375
mlp,25,-0.01764716250486749,0.48379459977149963,0.49462890625
mlp,316,-0.017686139110977977,0.5291244983673096,0.49169921875
mlp,267,-0.0178928586375283,0.5641390085220337,0.47998046875
mlp,105,-0.01790035272437008,0.5286285877227783,0.4873046875
mlp,424,-0.018157654649495893,0.5515457987785339,0.5078125
mlp,77,-0.018465905139781986,0.559517502784729,0.49267578125
mlp,271,-0.018513403585369164,0.5863781571388245,0.50439453125
mlp,130,-0.018557615692034953,0.5310283899307251,0.49072265625
mlp,127,-0.01870064323372816,0.5126742124557495,0.4873046875
mlp,216,-0.01875126180894625,0.5351576805114746,0.49755859375
mlp,346,-0.018859362143979923,0.5225712060928345,0.48681640625
mlp,488,-0.019067052770622588,0.5469640493392944,0.50927734375
mlp,2,-0.01907309729589469,0.5343554019927979,0.4873046875
mlp,79,-0.01936206685458424,0.4698246121406555,0.47705078125
mlp,117,-0.019578602665468646,0.468289315700531,0.484375
mlp,323,-0.01966978833784111,0.5308291912078857,0.49609375
mlp,385,-0.019900767161155672,0.5483448505401611,0.49462890625
mlp,88,-0.020209212530221645,0.5033029317855835,0.50634765625
mlp,233,-0.020486104196939112,0.5450370907783508,0.49169921875
mlp,182,-0.020498718927355265,0.5468757152557373,0.486328125
mlp,41,-0.02075243595671492,0.5135115385055542,0.47998046875
mlp,250,-0.020873694686103575,0.5911105871200562,0.50732421875
mlp,195,-0.02097198180628818,0.5551092624664307,0.5048828125
mlp,148,-0.02100531612137291,0.5105853080749512,0.48486328125
mlp,252,-0.02144117028657239,0.5552899837493896,0.48193359375
mlp,280,-0.02162529215220574,0.5349917411804199,0.49072265625
mlp,14,-0.02171690661124404,0.5374771356582642,0.5087890625
